image_id,image_path,targets
000112,voc/VOCdevkit/VOC2007/JPEGImages/000112.jpg,"[0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0]"
000121,voc/VOCdevkit/VOC2007/JPEGImages/000121.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]"
000123,voc/VOCdevkit/VOC2007/JPEGImages/000123.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]"
000125,voc/VOCdevkit/VOC2007/JPEGImages/000125.jpg,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000130,voc/VOCdevkit/VOC2007/JPEGImages/000130.jpg,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000133,voc/VOCdevkit/VOC2007/JPEGImages/000133.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000138,voc/VOCdevkit/VOC2007/JPEGImages/000138.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000140,voc/VOCdevkit/VOC2007/JPEGImages/000140.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0]"
000141,voc/VOCdevkit/VOC2007/JPEGImages/000141.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000142,voc/VOCdevkit/VOC2007/JPEGImages/000142.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000143,voc/VOCdevkit/VOC2007/JPEGImages/000143.jpg,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
000146,voc/VOCdevkit/VOC2007/JPEGImages/000146.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000147,voc/VOCdevkit/VOC2007/JPEGImages/000147.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]"
000153,voc/VOCdevkit/VOC2007/JPEGImages/000153.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000154,voc/VOCdevkit/VOC2007/JPEGImages/000154.jpg,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000156,voc/VOCdevkit/VOC2007/JPEGImages/000156.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0]"
000161,voc/VOCdevkit/VOC2007/JPEGImages/000161.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000162,voc/VOCdevkit/VOC2007/JPEGImages/000162.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1]"
000163,voc/VOCdevkit/VOC2007/JPEGImages/000163.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0]"
000164,voc/VOCdevkit/VOC2007/JPEGImages/000164.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0]"
000165,voc/VOCdevkit/VOC2007/JPEGImages/000165.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000169,voc/VOCdevkit/VOC2007/JPEGImages/000169.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000171,voc/VOCdevkit/VOC2007/JPEGImages/000171.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0]"
000173,voc/VOCdevkit/VOC2007/JPEGImages/000173.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000174,voc/VOCdevkit/VOC2007/JPEGImages/000174.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000177,voc/VOCdevkit/VOC2007/JPEGImages/000177.jpg,"[0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0]"
000180,voc/VOCdevkit/VOC2007/JPEGImages/000180.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000184,voc/VOCdevkit/VOC2007/JPEGImages/000184.jpg,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000187,voc/VOCdevkit/VOC2007/JPEGImages/000187.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]"
000189,voc/VOCdevkit/VOC2007/JPEGImages/000189.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000190,voc/VOCdevkit/VOC2007/JPEGImages/000190.jpg,"[0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000192,voc/VOCdevkit/VOC2007/JPEGImages/000192.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]"
000193,voc/VOCdevkit/VOC2007/JPEGImages/000193.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0]"
000198,voc/VOCdevkit/VOC2007/JPEGImages/000198.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]"
000200,voc/VOCdevkit/VOC2007/JPEGImages/000200.jpg,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000207,voc/VOCdevkit/VOC2007/JPEGImages/000207.jpg,"[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000209,voc/VOCdevkit/VOC2007/JPEGImages/000209.jpg,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
000210,voc/VOCdevkit/VOC2007/JPEGImages/000210.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000214,voc/VOCdevkit/VOC2007/JPEGImages/000214.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]"
000218,voc/VOCdevkit/VOC2007/JPEGImages/000218.jpg,"[0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0]"
000220,voc/VOCdevkit/VOC2007/JPEGImages/000220.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000222,voc/VOCdevkit/VOC2007/JPEGImages/000222.jpg,"[0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0]"
000229,voc/VOCdevkit/VOC2007/JPEGImages/000229.jpg,"[0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0]"
000232,voc/VOCdevkit/VOC2007/JPEGImages/000232.jpg,"[0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0]"
000233,voc/VOCdevkit/VOC2007/JPEGImages/000233.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0]"
000235,voc/VOCdevkit/VOC2007/JPEGImages/000235.jpg,"[0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0]"
000241,voc/VOCdevkit/VOC2007/JPEGImages/000241.jpg,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000242,voc/VOCdevkit/VOC2007/JPEGImages/000242.jpg,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
000245,voc/VOCdevkit/VOC2007/JPEGImages/000245.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000249,voc/VOCdevkit/VOC2007/JPEGImages/000249.jpg,"[0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0]"
000250,voc/VOCdevkit/VOC2007/JPEGImages/000250.jpg,"[0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]"
000251,voc/VOCdevkit/VOC2007/JPEGImages/000251.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000257,voc/VOCdevkit/VOC2007/JPEGImages/000257.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1]"
000259,voc/VOCdevkit/VOC2007/JPEGImages/000259.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000263,voc/VOCdevkit/VOC2007/JPEGImages/000263.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000266,voc/VOCdevkit/VOC2007/JPEGImages/000266.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0]"
000268,voc/VOCdevkit/VOC2007/JPEGImages/000268.jpg,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000269,voc/VOCdevkit/VOC2007/JPEGImages/000269.jpg,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000275,voc/VOCdevkit/VOC2007/JPEGImages/000275.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000276,voc/VOCdevkit/VOC2007/JPEGImages/000276.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000278,voc/VOCdevkit/VOC2007/JPEGImages/000278.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0]"
000282,voc/VOCdevkit/VOC2007/JPEGImages/000282.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]"
000285,voc/VOCdevkit/VOC2007/JPEGImages/000285.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]"
000294,voc/VOCdevkit/VOC2007/JPEGImages/000294.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000296,voc/VOCdevkit/VOC2007/JPEGImages/000296.jpg,"[0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000302,voc/VOCdevkit/VOC2007/JPEGImages/000302.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0]"
000303,voc/VOCdevkit/VOC2007/JPEGImages/000303.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000304,voc/VOCdevkit/VOC2007/JPEGImages/000304.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]"
000305,voc/VOCdevkit/VOC2007/JPEGImages/000305.jpg,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000306,voc/VOCdevkit/VOC2007/JPEGImages/000306.jpg,"[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
000307,voc/VOCdevkit/VOC2007/JPEGImages/000307.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]"
000311,voc/VOCdevkit/VOC2007/JPEGImages/000311.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000312,voc/VOCdevkit/VOC2007/JPEGImages/000312.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]"
000320,voc/VOCdevkit/VOC2007/JPEGImages/000320.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000322,voc/VOCdevkit/VOC2007/JPEGImages/000322.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000323,voc/VOCdevkit/VOC2007/JPEGImages/000323.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000325,voc/VOCdevkit/VOC2007/JPEGImages/000325.jpg,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000328,voc/VOCdevkit/VOC2007/JPEGImages/000328.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000329,voc/VOCdevkit/VOC2007/JPEGImages/000329.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000331,voc/VOCdevkit/VOC2007/JPEGImages/000331.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]"
000334,voc/VOCdevkit/VOC2007/JPEGImages/000334.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000336,voc/VOCdevkit/VOC2007/JPEGImages/000336.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]"
000337,voc/VOCdevkit/VOC2007/JPEGImages/000337.jpg,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000338,voc/VOCdevkit/VOC2007/JPEGImages/000338.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000340,voc/VOCdevkit/VOC2007/JPEGImages/000340.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000343,voc/VOCdevkit/VOC2007/JPEGImages/000343.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000344,voc/VOCdevkit/VOC2007/JPEGImages/000344.jpg,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000347,voc/VOCdevkit/VOC2007/JPEGImages/000347.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]"
000349,voc/VOCdevkit/VOC2007/JPEGImages/000349.jpg,"[0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1]"
000352,voc/VOCdevkit/VOC2007/JPEGImages/000352.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0]"
000354,voc/VOCdevkit/VOC2007/JPEGImages/000354.jpg,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
000355,voc/VOCdevkit/VOC2007/JPEGImages/000355.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000359,voc/VOCdevkit/VOC2007/JPEGImages/000359.jpg,"[0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0]"
000363,voc/VOCdevkit/VOC2007/JPEGImages/000363.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000367,voc/VOCdevkit/VOC2007/JPEGImages/000367.jpg,"[0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000370,voc/VOCdevkit/VOC2007/JPEGImages/000370.jpg,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000372,voc/VOCdevkit/VOC2007/JPEGImages/000372.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000373,voc/VOCdevkit/VOC2007/JPEGImages/000373.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000374,voc/VOCdevkit/VOC2007/JPEGImages/000374.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0]"
000379,voc/VOCdevkit/VOC2007/JPEGImages/000379.jpg,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000380,voc/VOCdevkit/VOC2007/JPEGImages/000380.jpg,"[0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000381,voc/VOCdevkit/VOC2007/JPEGImages/000381.jpg,"[0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0]"
000382,voc/VOCdevkit/VOC2007/JPEGImages/000382.jpg,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000387,voc/VOCdevkit/VOC2007/JPEGImages/000387.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000394,voc/VOCdevkit/VOC2007/JPEGImages/000394.jpg,"[0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0]"
000395,voc/VOCdevkit/VOC2007/JPEGImages/000395.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000396,voc/VOCdevkit/VOC2007/JPEGImages/000396.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000400,voc/VOCdevkit/VOC2007/JPEGImages/000400.jpg,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
000404,voc/VOCdevkit/VOC2007/JPEGImages/000404.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000406,voc/VOCdevkit/VOC2007/JPEGImages/000406.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000407,voc/VOCdevkit/VOC2007/JPEGImages/000407.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000411,voc/VOCdevkit/VOC2007/JPEGImages/000411.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000416,voc/VOCdevkit/VOC2007/JPEGImages/000416.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]"
000417,voc/VOCdevkit/VOC2007/JPEGImages/000417.jpg,"[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
000419,voc/VOCdevkit/VOC2007/JPEGImages/000419.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0]"
000420,voc/VOCdevkit/VOC2007/JPEGImages/000420.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000424,voc/VOCdevkit/VOC2007/JPEGImages/000424.jpg,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000427,voc/VOCdevkit/VOC2007/JPEGImages/000427.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]"
000428,voc/VOCdevkit/VOC2007/JPEGImages/000428.jpg,"[0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0]"
000430,voc/VOCdevkit/VOC2007/JPEGImages/000430.jpg,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]"
000431,voc/VOCdevkit/VOC2007/JPEGImages/000431.jpg,"[1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000433,voc/VOCdevkit/VOC2007/JPEGImages/000433.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0]"
000438,voc/VOCdevkit/VOC2007/JPEGImages/000438.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000439,voc/VOCdevkit/VOC2007/JPEGImages/000439.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]"
000446,voc/VOCdevkit/VOC2007/JPEGImages/000446.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000448,voc/VOCdevkit/VOC2007/JPEGImages/000448.jpg,"[0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0]"
000450,voc/VOCdevkit/VOC2007/JPEGImages/000450.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]"
000454,voc/VOCdevkit/VOC2007/JPEGImages/000454.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]"
000459,voc/VOCdevkit/VOC2007/JPEGImages/000459.jpg,"[0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0]"
000460,voc/VOCdevkit/VOC2007/JPEGImages/000460.jpg,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]"
000461,voc/VOCdevkit/VOC2007/JPEGImages/000461.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000462,voc/VOCdevkit/VOC2007/JPEGImages/000462.jpg,"[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
000463,voc/VOCdevkit/VOC2007/JPEGImages/000463.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0]"
000464,voc/VOCdevkit/VOC2007/JPEGImages/000464.jpg,"[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
000468,voc/VOCdevkit/VOC2007/JPEGImages/000468.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
000469,voc/VOCdevkit/VOC2007/JPEGImages/000469.jpg,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000470,voc/VOCdevkit/VOC2007/JPEGImages/000470.jpg,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0]"
000474,voc/VOCdevkit/VOC2007/JPEGImages/000474.jpg,"[0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
000476,voc/VOCdevkit/VOC2007/JPEGImages/000476.jpg,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0]"
