dataset,model,method,image_id,target,sigma,repeat,seed,status,spearman,top10_jaccard,original_pred,perturbed_pred,prediction_preserved,original_target_score,perturbed_target_score,target_score_abs_delta,perturbation_mae_pixel,attribution_time_ms
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.01,1,8258382046345720994,valid,0.7017226735885161,0.5518787691356115,251,251,True,7.059310974000255e-06,8.198655450541992e-06,1.139344476541737e-06,0.007931828498840332,296.75019199976305
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.01,2,1986566169149637064,valid,0.6960299642806308,0.5528392387436175,251,251,True,7.059310974000255e-06,2.842506546585355e-06,4.2168044274149e-06,0.007939048111438751,296.9592240001475
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.01,3,781331182807300414,valid,0.6939282651956082,0.5461408103527962,251,251,True,7.059310974000255e-06,7.96487438492477e-06,9.055634109245148e-07,0.00794409029185772,296.4713210003538
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.01,4,821512256087617785,valid,0.7045042501129266,0.5552456221912289,251,251,True,7.059310974000255e-06,4.488189006224275e-06,2.57112196777598e-06,0.007950360886752605,296.55898100008926
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.02,0,2495375757937344332,valid,0.4798719340497954,0.40579913153102676,251,251,True,7.059310974000255e-06,3.3333286410197616e-05,2.627397543619736e-05,0.01566363126039505,297.07009599997036
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.02,1,8258382046345720994,valid,0.4841308672236524,0.4018717698002514,251,251,True,7.059310974000255e-06,2.7547204808797687e-05,2.0487893834797433e-05,0.015672368928790092,296.6336459999184
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.02,2,1986566169149637064,valid,0.48615913214423184,0.40836373842267754,251,251,True,7.059310974000255e-06,6.900594144099159e-06,1.5871682990109548e-07,0.015686212107539177,296.6343009998127
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.02,3,781331182807300414,valid,0.4700557622581806,0.3877212389380531,251,212,False,7.059310974000255e-06,2.360548751312308e-05,1.6546176539122825e-05,0.01568450964987278,297.5538150003558
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.02,4,821512256087617785,valid,0.4908103686520905,0.40639013452914796,251,251,True,7.059310974000255e-06,5.724084530811524e-06,1.3352264431887306e-06,0.015702681615948677,296.63041100002374
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.05,0,2495375757937344332,valid,0.19013246193430372,0.23444034440344402,251,212,False,7.059310974000255e-06,0.0011659555602818727,0.0011588962493078725,0.03772677108645439,296.5974379999352
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.05,1,8258382046345720994,valid,0.18065342917425264,0.2311089303238469,251,212,False,7.059310974000255e-06,0.000220888017793186,0.00021382870681918575,0.03776539862155914,297.6344050002808
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.05,2,1986566169149637064,valid,0.19535629324408815,0.23947140916388787,251,181,False,7.059310974000255e-06,8.240982424467802e-05,7.535051327067777e-05,0.03779557719826698,296.6011309999885
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.05,3,781331182807300414,valid,0.1788952823385733,0.2330753163779334,251,164,False,7.059310974000255e-06,0.00026633922243490815,0.0002592799114609079,0.03776644170284271,296.583635999923
imagenet,vgg16,ig,ILSVRC2012_val_00000140,558,0.05,4,821512256087617785,valid,0.194668570734606,0.23947140916388787,251,212,False,7.059310974000255e-06,8.093949145404622e-05,7.388018048004596e-05,0.037824202328920364,296.7202519998864
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.01,0,7260055080022824154,valid,0.5431285202070972,0.3368855734647662,237,237,True,0.8723140358924866,0.8289263844490051,0.043387651443481445,0.007982752285897732,296.9209249999949
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.01,1,6830589745658477501,valid,0.5442004863739512,0.3436872405944571,237,237,True,0.8723140358924866,0.765518307685852,0.10679572820663452,0.007979998365044594,296.5685289996145
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.01,2,5572588514906466611,valid,0.5526973489249424,0.34965034965034963,237,237,True,0.8723140358924866,0.6026774048805237,0.2696366310119629,0.007962181232869625,297.2719560002588
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.01,3,7784788833784456437,valid,0.5493401630693637,0.35383785242142185,237,237,True,0.8723140358924866,0.7866655588150024,0.08564847707748413,0.00796830840408802,296.9460100002834
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.01,4,205616704339721179,valid,0.5381213428946041,0.34584953734745877,237,237,True,0.8723140358924866,0.7724331021308899,0.09988093376159668,0.007979369722306728,296.74272900001597
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.02,0,7260055080022824154,valid,0.3204855451484415,0.2246491763270287,237,236,False,0.8723140358924866,0.4543849229812622,0.41792911291122437,0.01595899648964405,297.436899999866
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.02,1,6830589745658477501,valid,0.3200279572804528,0.2279456747828215,237,236,False,0.8723140358924866,0.4561719298362732,0.4161421060562134,0.0159539096057415,296.7676009998286
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.02,2,5572588514906466611,valid,0.3223280577317082,0.23125996810207336,237,236,False,0.8723140358924866,0.17495965957641602,0.6973543763160706,0.015918198972940445,296.68277500013573
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.02,3,7784788833784456437,valid,0.32123795981667047,0.22929936305732485,237,236,False,0.8723140358924866,0.334127277135849,0.5381867587566376,0.01593208871781826,297.40489499999967
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.02,4,205616704339721179,valid,0.30754200492353295,0.22524722256134783,237,236,False,0.8723140358924866,0.3220788538455963,0.5502351820468903,0.015952888876199722,299.2867930001921
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.05,0,7260055080022824154,valid,0.11757981590736437,0.14854657816433967,237,236,False,0.8723140358924866,0.43429410457611084,0.43801993131637573,0.03979962691664696,296.61523999993733
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.05,1,6830589745658477501,valid,0.13301775593991627,0.14894104178591872,237,237,True,0.8723140358924866,0.5061747431755066,0.36613929271698,0.039788227528333664,296.7360480001844
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.05,2,5572588514906466611,valid,0.11807380138747237,0.1447473480095814,237,236,False,0.8723140358924866,0.16660231351852417,0.7057117223739624,0.03969388082623482,296.8884860001708
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.05,3,7784788833784456437,valid,0.1198452733382814,0.14986251145737856,237,236,False,0.8723140358924866,0.4775695204734802,0.39474451541900635,0.03973357006907463,296.9312440000067
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.05,4,205616704339721179,valid,0.11705524248857269,0.14775846294602013,237,236,False,0.8723140358924866,0.40987178683280945,0.4624422490596771,0.03978067636489868,296.8155990001833
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.01,0,2062959023804323395,valid,0.7619599833129195,0.5632398753894081,36,36,True,0.008956687524914742,0.007578487507998943,0.0013782000169157982,0.007951412349939346,296.7842019997988
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.01,1,1730914782129674652,valid,0.7673219068319829,0.5732873491142813,36,36,True,0.008956687524914742,0.009150717407464981,0.00019402988255023956,0.007993146777153015,296.6756880000503
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.01,2,2230829393384523700,valid,0.7676095829111844,0.5723014256619144,36,36,True,0.008956687524914742,0.011016624048352242,0.0020599365234375,0.007968250662088394,297.3334140001498
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.01,3,2370168859087342904,valid,0.7646337255480293,0.564214463840399,36,36,True,0.008956687524914742,0.012712600640952587,0.0037559131160378456,0.00795076321810484,296.80675199961115
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.01,4,9172714801131829905,valid,0.7633170352394576,0.5666562597564783,36,36,True,0.008956687524914742,0.011623972095549107,0.002667284570634365,0.007987084798514843,296.8369810000695
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.02,0,2062959023804323395,valid,0.542847636206053,0.40344007831072576,36,618,False,0.008956687524914742,0.0126642482355237,0.003707560710608959,0.01590193435549736,297.2108939998179
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.02,1,1730914782129674652,valid,0.544623413372706,0.4093526190141834,36,331,False,0.008956687524914742,0.0370069183409214,0.02805023081600666,0.015985921025276184,296.7826569997669
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.02,2,2230829393384523700,valid,0.5399093166598599,0.40285155157953595,36,618,False,0.008956687524914742,0.02447977475821972,0.015523087233304977,0.01593547873198986,297.0420520000516
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.02,3,2370168859087342904,valid,0.5435202413688234,0.3979662905697172,36,331,False,0.008956687524914742,0.038700271397829056,0.029743583872914314,0.015901029109954834,297.31106099961835
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.02,4,9172714801131829905,valid,0.5386863827725508,0.40678441267171295,36,331,False,0.008956687524914742,0.0330282524228096,0.02407156489789486,0.015972906723618507,296.57321199965736
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.05,0,2062959023804323395,valid,0.23660428786199297,0.23626508992362652,36,618,False,0.008956687524914742,0.026912836357951164,0.017956148833036423,0.03972576931118965,296.90505299959113
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.05,1,1730914782129674652,valid,0.22993972249986452,0.24300222937825117,36,331,False,0.008956687524914742,0.20580551028251648,0.19684882275760174,0.03993631526827812,296.7443259999527
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.05,2,2230829393384523700,valid,0.22686552774268426,0.24608889992550287,36,331,False,0.008956687524914742,0.1883019208908081,0.17934523336589336,0.03981178253889084,297.58167900035914
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.05,3,2370168859087342904,valid,0.23549136014812924,0.23186448999631767,36,331,False,0.008956687524914742,0.19124528765678406,0.18228860013186932,0.03972280025482178,296.8127330000243
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.05,4,9172714801131829905,valid,0.22976141164442945,0.24748290863890615,36,331,False,0.008956687524914742,0.0775093138217926,0.06855262629687786,0.03989943861961365,296.79171900033907
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.01,0,8693357588706766936,valid,0.5744533214826545,0.38294060906710764,140,140,True,0.9977737069129944,0.9995449185371399,0.0017712116241455078,0.007970251142978668,296.93100099984804
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.01,1,7795033858281793546,valid,0.576155576085556,0.39855072463768115,140,140,True,0.9977737069129944,0.9993181228637695,0.0015444159507751465,0.00799260288476944,296.82146200002535
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.01,2,2820880621722301505,valid,0.5840370185247531,0.400306962466862,140,140,True,0.9977737069129944,0.9993485808372498,0.001574873924255371,0.007961892522871494,297.4991380001484
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.01,3,9156189342167126515,valid,0.5737785694995239,0.38504002208114824,140,140,True,0.9977737069129944,0.9994532465934753,0.001679539680480957,0.007991521619260311,296.79619399985313
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.01,4,2817173590254193893,valid,0.5749610687258583,0.39660450876704706,140,140,True,0.9977737069129944,0.9996545314788818,0.0018808245658874512,0.007971979677677155,296.89137800005483
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.02,0,8693357588706766936,valid,0.36784692779613604,0.27182866556836904,140,140,True,0.9977737069129944,0.9997536540031433,0.0019799470901489258,0.015940502285957336,297.4734119998175
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.02,1,7795033858281793546,valid,0.3646244247009855,0.27847133757961784,140,140,True,0.9977737069129944,0.9996496438980103,0.0018759369850158691,0.01598520576953888,296.91594299993085
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.02,2,2820880621722301505,valid,0.36846490420298134,0.2739273927392739,140,140,True,0.9977737069129944,0.9997479319572449,0.0019742250442504883,0.01592378504574299,296.9299559999854
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.02,3,9156189342167126515,valid,0.35203071053355456,0.26048731474503894,140,140,True,0.9977737069129944,0.9995322227478027,0.0017585158348083496,0.015983043238520622,296.81154799982323
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.02,4,2817173590254193893,valid,0.3624435436340381,0.27619532044760936,140,140,True,0.9977737069129944,0.9997560381889343,0.0019823312759399414,0.01594395935535431,297.4868549999883
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.05,0,8693357588706766936,valid,0.16720373606468236,0.18783287963072554,140,140,True,0.9977737069129944,0.990094006061554,0.00767970085144043,0.039849501103162766,296.74407099992095
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.05,1,7795033858281793546,valid,0.1643150763281183,0.18853623874940786,140,140,True,0.9977737069129944,0.9833807945251465,0.0143929123878479,0.03996222838759422,296.92612899998494
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.05,2,2820880621722301505,valid,0.1743983754969463,0.19192399049881234,140,140,True,0.9977737069129944,0.9926377534866333,0.005135953426361084,0.039808910340070724,297.59068400016986
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.05,3,9156189342167126515,valid,0.1585010694877913,0.18558771411695216,140,140,True,0.9977737069129944,0.9736933708190918,0.024080336093902588,0.03995690494775772,297.0854430000145
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.05,4,2817173590254193893,valid,0.16356893109220272,0.19036887676432215,140,140,True,0.9977737069129944,0.9347032904624939,0.06307041645050049,0.03985891491174698,297.3073699999986
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.01,0,4154338444683056573,valid,0.7277620007486909,0.4854943753700414,381,381,True,0.9006558656692505,0.936378002166748,0.03572213649749756,0.007849621586501598,296.8508809999548
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.01,1,8968172922966999441,valid,0.7380969396398953,0.48242245199409156,381,381,True,0.9006558656692505,0.9209550023078918,0.020299136638641357,0.007862295024096966,296.7753249999987
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.01,2,4537400942497270551,valid,0.7339905073095448,0.48659457858095095,381,381,True,0.9006558656692505,0.9348797798156738,0.03422391414642334,0.007875829935073853,297.40028099968185
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.01,3,650350537098486573,valid,0.7353159578725295,0.49590102846922046,381,381,True,0.9006558656692505,0.9535195231437683,0.05286365747451782,0.00785364955663681,296.8046719997801
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.01,4,4634637524913072090,valid,0.7327130306174762,0.4854943753700414,381,381,True,0.9006558656692505,0.9051475524902344,0.004491686820983887,0.007835465483367443,297.1504070001174
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.02,0,4154338444683056573,valid,0.5216182464608728,0.3406358535933743,381,381,True,0.9006558656692505,0.9266374707221985,0.025981605052947998,0.015573475509881973,298.2836420001149
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.02,1,8968172922966999441,valid,0.5372315672068939,0.3505584712690082,381,381,True,0.9006558656692505,0.927987813949585,0.027331948280334473,0.015593970194458961,297.2361410002122
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.02,2,4537400942497270551,valid,0.5259472987809942,0.3390260173448966,381,381,True,0.9006558656692505,0.9185113310813904,0.017855465412139893,0.01562569849193096,297.08008499983407
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.02,3,650350537098486573,valid,0.5155545093242292,0.3345744680851064,381,381,True,0.9006558656692505,0.9598440527915955,0.05918818712234497,0.015577309764921665,297.0002300003216
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.02,4,4634637524913072090,valid,0.522649506367227,0.33920469709100615,381,381,True,0.9006558656692505,0.9191761016845703,0.018520236015319824,0.01553870178759098,297.50367899987396
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.05,0,4154338444683056573,valid,0.23672262830533664,0.20335731414868105,381,381,True,0.9006558656692505,0.9169721603393555,0.01631629467010498,0.03825114667415619,296.93533499994373
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.05,1,8968172922966999441,valid,0.23127911333199191,0.198900967626329,381,381,True,0.9006558656692505,0.9075878858566284,0.00693202018737793,0.03829391300678253,296.8274009999732
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.05,2,4537400942497270551,valid,0.23554068197130607,0.20465730404513263,381,381,True,0.9006558656692505,0.6562892198562622,0.24436664581298828,0.038379523903131485,297.5373919998674
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.05,3,650350537098486573,valid,0.2259341027930712,0.2030688084392232,381,381,True,0.9006558656692505,0.8908976912498474,0.009758174419403076,0.038231175392866135,297.1195899999657
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.05,4,4634637524913072090,valid,0.225208802764199,0.20451272203552567,381,381,True,0.9006558656692505,0.6408049464225769,0.2598509192466736,0.03816356137394905,296.8617810001888
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.01,0,2689331499638741690,valid,0.4239201370065328,0.2673317338047733,732,732,True,0.8496047258377075,0.9338494539260864,0.0842447280883789,0.007973088882863522,296.9018599997071
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.01,1,8580294959909415158,valid,0.43153744972843044,0.2721510964634301,732,732,True,0.8496047258377075,0.9739986062049866,0.12439388036727905,0.007983085699379444,296.8176240001412
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.01,2,9114965582325127640,valid,0.4244898481771867,0.2631843926998112,732,732,True,0.8496047258377075,0.943282961845398,0.09367823600769043,0.007946940138936043,297.431270999823
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.01,3,6003814197834614244,valid,0.4329949385539719,0.27021895962536385,732,732,True,0.8496047258377075,0.938562273979187,0.08895754814147949,0.007994843646883965,296.97620699971594
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.01,4,2271394598789847604,valid,0.4241987393230296,0.2700582131106049,732,732,True,0.8496047258377075,0.9499893188476562,0.10038459300994873,0.007967531681060791,296.86438500039003
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.02,0,2689331499638741690,valid,0.233979466856015,0.18895865418789243,732,732,True,0.8496047258377075,0.8923619389533997,0.04275721311569214,0.015904182568192482,297.3952199999985
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.02,1,8580294959909415158,valid,0.24342509434631496,0.19390911253866286,732,732,True,0.8496047258377075,0.9794281125068665,0.12982338666915894,0.015923377126455307,297.49816499997905
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.02,2,9114965582325127640,valid,0.23694046597536705,0.18544767304512166,732,732,True,0.8496047258377075,0.8966067433357239,0.04700201749801636,0.015852151438593864,296.9500720000724
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.02,3,6003814197834614244,valid,0.22202457900051825,0.1846081208687441,732,732,True,0.8496047258377075,0.9418731927871704,0.09226846694946289,0.015948506072163582,296.98282000026666
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.02,4,2271394598789847604,valid,0.24432545987580515,0.19149946574854565,732,732,True,0.8496047258377075,0.9609734416007996,0.11136871576309204,0.01589353196322918,297.6739359996827
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.05,0,2689331499638741690,valid,0.11732840458958263,0.13119927862939584,732,732,True,0.8496047258377075,0.8715218901634216,0.02191716432571411,0.039323803037405014,297.11810100025104
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.05,1,8580294959909415158,valid,0.10274506534756493,0.14240182128628343,732,732,True,0.8496047258377075,0.8395035266876221,0.01010119915008545,0.039370857179164886,296.9950940000672
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.05,2,9114965582325127640,valid,0.0892164189372205,0.13094433175569078,732,732,True,0.8496047258377075,0.745090663433075,0.10451406240463257,0.039197489619255066,297.36862399977326
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.05,3,6003814197834614244,valid,0.08632572813320748,0.13018018018018018,732,732,True,0.8496047258377075,0.8667491674423218,0.017144441604614258,0.03944588452577591,296.79770600023403
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.05,4,2271394598789847604,valid,0.10599154262727595,0.13094433175569078,732,732,True,0.8496047258377075,0.9329122304916382,0.08330750465393066,0.039302706718444824,297.1512569997685
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.01,0,270999366333867741,valid,0.6333683025863417,0.4394721744119334,254,254,True,0.9831565022468567,0.9861206412315369,0.0029641389846801758,0.007898950017988682,297.18522999974084
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.01,1,6483725595163808915,valid,0.633802953237011,0.4517575582236366,254,254,True,0.9831565022468567,0.9828537702560425,0.000302731990814209,0.00790777150541544,297.23367500037057
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.01,2,4939728852732550403,valid,0.6352725381435298,0.4544927536231884,254,254,True,0.9831565022468567,0.9853113889694214,0.0021548867225646973,0.00789529550820589,297.75351099988256
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.01,3,4468478742456119862,valid,0.6290800132343721,0.44091888011486,254,254,True,0.9831565022468567,0.9866935610771179,0.0035370588302612305,0.007906647399067879,297.06378799983213
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.01,4,2390165699526937601,valid,0.6371940241796624,0.44402877697841725,254,254,True,0.9831565022468567,0.9746397137641907,0.008516788482666016,0.007896085269749165,296.9223069999316
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.02,0,270999366333867741,valid,0.39816684266787894,0.3043930335326228,254,254,True,0.9831565022468567,0.9809755086898804,0.0021809935569763184,0.015745293349027634,297.1141430002717
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.02,1,6483725595163808915,valid,0.3960816639555155,0.3143006809848088,254,254,True,0.9831565022468567,0.9834659099578857,0.00030940771102905273,0.015765072777867317,297.828705000029
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.02,2,4939728852732550403,valid,0.404300528519538,0.3193111607729723,254,254,True,0.9831565022468567,0.9630799293518066,0.02007657289505005,0.015736518427729607,297.2843960001228
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.02,3,4468478742456119862,valid,0.3821318839371137,0.3035459150539031,254,254,True,0.9831565022468567,0.980599045753479,0.0025574564933776855,0.015763435512781143,296.9943399998556
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.02,4,2390165699526937601,valid,0.39837405878429927,0.30915731802765456,254,254,True,0.9831565022468567,0.9596625566482544,0.023493945598602295,0.01574035920202732,297.8492600000209
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.05,0,270999366333867741,valid,0.14779946986624598,0.21119961380642047,254,254,True,0.9831565022468567,0.7775647044181824,0.20559179782867432,0.03911004215478897,297.1188090000396
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.05,1,6483725595163808915,valid,0.14984050188009504,0.19961749940234283,254,254,True,0.9831565022468567,0.9564976692199707,0.026658833026885986,0.03916078805923462,297.1799110000575
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.05,2,4939728852732550403,valid,0.15822005126964278,0.2192929170210181,254,254,True,0.9831565022468567,0.8638684749603271,0.11928802728652954,0.039074283093214035,298.23473099986586
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.05,3,4468478742456119862,valid,0.14369298289424773,0.2009094172549958,254,254,True,0.9831565022468567,0.9659020304679871,0.01725447177886963,0.03914396092295647,297.06399099995906
