dataset,model,method,image_id,target,sigma,repeat,seed,status,spearman,top10_jaccard,original_pred,perturbed_pred,prediction_preserved,original_target_score,perturbed_target_score,target_score_abs_delta,perturbation_mae_pixel,attribution_time_ms
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.005,0,7260055080022824154,valid,0.758087689386439,0.5010469638049656,237,237,True,0.8723140358924866,0.8707352876663208,0.0015787482261657715,0.003991680685430765,297.132158000295
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.005,1,6830589745658477501,valid,0.7604996821020245,0.49902912621359224,237,237,True,0.8723140358924866,0.8341244459152222,0.038189589977264404,0.003990218974649906,297.67686900004264
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.005,2,5572588514906466611,valid,0.7628972405839428,0.5066806785767902,237,237,True,0.8723140358924866,0.781984269618988,0.09032976627349854,0.003981485962867737,297.2014689999014
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.005,3,7784788833784456437,valid,0.7594259957828884,0.5087191822008419,237,237,True,0.8723140358924866,0.8573001027107239,0.015013933181762695,0.003984395414590836,297.30165599994507
imagenet,vgg16,ig,ILSVRC2012_val_00031295,237,0.005,4,205616704339721179,valid,0.7618255627730056,0.5087191822008419,237,237,True,0.8723140358924866,0.8633995652198792,0.008914470672607422,0.003989964723587036,297.13914100011607
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.005,0,2062959023804323395,valid,0.8965373803899411,0.7161422708618331,36,36,True,0.008956687524914742,0.008000101894140244,0.000956585630774498,0.003975726664066315,297.07609500019316
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.005,1,1730914782129674652,valid,0.8966510498357679,0.7149692412850308,36,36,True,0.008956687524914742,0.007675467990338802,0.0012812195345759392,0.003996573854237795,297.1230130001459
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.005,2,2230829393384523700,valid,0.8996799220639542,0.7208504801097394,36,36,True,0.008956687524914742,0.008385688066482544,0.0005709994584321976,0.003984126728028059,297.63586699982625
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.005,3,2370168859087342904,valid,0.8981287408861435,0.7120436711020129,36,36,True,0.008956687524914742,0.009360087104141712,0.00040339957922697067,0.00397538160905242,297.1912890002386
imagenet,vgg16,ig,ILSVRC2012_val_00004300,330,0.005,4,9172714801131829905,valid,0.8989193348438116,0.7146762344097044,36,36,True,0.008956687524914742,0.009566331282258034,0.0006096437573432922,0.003993544261902571,297.0414249998612
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.005,0,8693357588706766936,valid,0.7686819512343126,0.5399723799294154,140,140,True,0.9977737069129944,0.9984065890312195,0.0006328821182250977,0.003985125571489334,297.2412290000648
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.005,1,7795033858281793546,valid,0.7730730308992668,0.543050430504305,140,140,True,0.9977737069129944,0.9981966614723206,0.0004229545593261719,0.003996301908046007,297.21774299969184
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.005,2,2820880621722301505,valid,0.7745022028351106,0.5521187751314568,140,140,True,0.9977737069129944,0.998115062713623,0.0003413558006286621,0.003980946261435747,297.7886070002569
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.005,3,9156189342167126515,valid,0.7718457759360463,0.5373774509803921,140,140,True,0.9977737069129944,0.9984891414642334,0.0007154345512390137,0.0039957608096301556,297.0774350001193
imagenet,vgg16,ig,ILSVRC2012_val_00007011,140,0.005,4,2817173590254193893,valid,0.774125614434865,0.5456645618358232,140,140,True,0.9977737069129944,0.9986862540245056,0.0009125471115112305,0.003985989838838577,297.2398870001598
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.005,0,4154338444683056573,valid,0.8698272582404918,0.636927091828413,381,381,True,0.9006558656692505,0.925889790058136,0.025233924388885498,0.003944521304219961,298.04360900016036
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.005,1,8968172922966999441,valid,0.8721375542385547,0.6444371620514501,381,381,True,0.9006558656692505,0.9085099697113037,0.007854104042053223,0.0039505683816969395,297.13393800011545
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.005,2,4537400942497270551,valid,0.8689651012208974,0.6347939403811695,381,381,True,0.9006558656692505,0.9231110215187073,0.022455155849456787,0.003956777509301901,297.16598000004524
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.005,3,650350537098486573,valid,0.8698907460836912,0.6390658174097664,381,381,True,0.9006558656692505,0.9303796291351318,0.029723763465881348,0.003946382086724043,297.73613799989107
imagenet,vgg16,ig,ILSVRC2012_val_00008228,381,0.005,4,4634637524913072090,valid,0.8692433719962079,0.6422844051710032,381,381,True,0.9006558656692505,0.8993023633956909,0.0013535022735595703,0.003938153851777315,297.71302400013155
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.005,0,2689331499638741690,valid,0.6644766238877445,0.4215297450424929,732,732,True,0.8496047258377075,0.9291949272155762,0.07959020137786865,0.003991495352238417,297.84292800013645
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.005,1,8580294959909415158,valid,0.6612878482288624,0.4117316078210719,732,732,True,0.8496047258377075,0.938241183757782,0.08863645792007446,0.003996087703853846,297.3295460001282
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.005,2,9114965582325127640,valid,0.6592368335149899,0.4129241165704632,732,732,True,0.8496047258377075,0.9077006578445435,0.05809593200683594,0.003978316206485033,297.09381000020585
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.005,3,6003814197834614244,valid,0.660823009454132,0.41871642635001416,732,732,True,0.8496047258377075,0.9068734049797058,0.05726867914199829,0.004002221394330263,297.65454600010344
imagenet,vgg16,ig,ILSVRC2012_val_00016006,732,0.005,4,2271394598789847604,valid,0.6586681663703268,0.41014472390051987,732,732,True,0.8496047258377075,0.9216551780700684,0.07205045223236084,0.003988306038081646,297.5023669996517
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.005,0,270999366333867741,valid,0.8135073070933256,0.5996174689193497,254,254,True,0.9831565022468567,0.9835941195487976,0.00043761730194091797,0.003958440851420164,297.86793299990677
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.005,1,6483725595163808915,valid,0.8137365944032618,0.6065311349447735,254,254,True,0.9831565022468567,0.9820569753646851,0.0010995268821716309,0.003962662070989609,297.0576729999266
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.005,2,4939728852732550403,valid,0.8177184481063691,0.6034510305160569,254,254,True,0.9831565022468567,0.986895740032196,0.0037392377853393555,0.003957195673137903,297.3740799998268
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.005,3,4468478742456119862,valid,0.8127033493632655,0.598343685300207,254,254,True,0.9831565022468567,0.9861499667167664,0.002993464469909668,0.003962239250540733,297.3212489996513
imagenet,vgg16,ig,ILSVRC2012_val_00023543,254,0.005,4,2390165699526937601,valid,0.8164049052181764,0.5942811755361398,254,254,True,0.9831565022468567,0.977959930896759,0.005196571350097656,0.003957102075219154,297.6851660000648
imagenet,vgg16,ig,ILSVRC2012_val_00023347,89,0.005,0,7881334844864196200,valid,0.7476600350792437,0.5996174689193497,89,89,True,1.0,1.0,0.0,0.00399034982547164,297.12831599999845
imagenet,vgg16,ig,ILSVRC2012_val_00023347,89,0.005,1,8223420927206424359,valid,0.7459147584017427,0.5980891719745223,89,89,True,1.0,1.0,0.0,0.003996758721768856,297.63864899996406
imagenet,vgg16,ig,ILSVRC2012_val_00023347,89,0.005,2,2108301894708548545,valid,0.7469929751387201,0.5945344772799491,89,89,True,1.0,1.0,0.0,0.0039965626783668995,297.13768099964
imagenet,vgg16,ig,ILSVRC2012_val_00023347,89,0.005,3,2944429311875253943,valid,0.740535920044778,0.5973261180964508,89,89,True,1.0,1.0,0.0,0.003986770287156105,297.1754340001098
imagenet,vgg16,ig,ILSVRC2012_val_00023347,89,0.005,4,7481385728545187894,valid,0.7422554723211531,0.5909955611921369,89,89,True,1.0,1.0,0.0,0.003985045477747917,298.6865789998774
imagenet,vgg16,ig,ILSVRC2012_val_00011253,363,0.005,0,7969622713620301542,valid,0.8971523603349482,0.7196710075394106,270,270,True,0.00012064619659213349,0.00015077291755005717,3.012672095792368e-05,0.003959124442189932,297.9364880002322
imagenet,vgg16,ig,ILSVRC2012_val_00011253,363,0.005,1,7338576340922310673,valid,0.8911762334096888,0.6918408631153068,270,104,False,0.00012064619659213349,0.0001927809207700193,7.21347241778858e-05,0.003965461160987616,298.4841000002234
imagenet,vgg16,ig,ILSVRC2012_val_00011253,363,0.005,2,3200603612045899266,valid,0.8999293647707175,0.717904827114002,270,104,False,0.00012064619659213349,0.00017237314023077488,5.172694363864139e-05,0.003952908795326948,298.23001499971724
imagenet,vgg16,ig,ILSVRC2012_val_00011253,363,0.005,3,9145090093729942847,valid,0.8968143172023552,0.704483695652174,270,104,False,0.00012064619659213349,0.00017907506844494492,5.8428871852811426e-05,0.0039524477906525135,298.4367829999428
imagenet,vgg16,ig,ILSVRC2012_val_00011253,363,0.005,4,2178187931079052202,valid,0.8977205414807706,0.7065124978745111,270,270,True,0.00012064619659213349,0.00015070376684889197,3.005757025675848e-05,0.0039482819847762585,297.9512919996523
imagenet,vgg16,ig,ILSVRC2012_val_00003259,94,0.005,0,4429780876333051471,valid,0.6351150919470611,0.44299065420560746,94,94,True,1.0,1.0,0.0,0.003993895836174488,297.9671180000878
imagenet,vgg16,ig,ILSVRC2012_val_00003259,94,0.005,1,6769608815490762161,valid,0.6382343764410437,0.4388530465949821,94,94,True,1.0,1.0,0.0,0.003977128304541111,298.01390500006164
imagenet,vgg16,ig,ILSVRC2012_val_00003259,94,0.005,2,4833077611948378318,valid,0.6438703775986888,0.44091888011486,94,94,True,1.0,1.0,0.0,0.003983453847467899,298.60967100012203
imagenet,vgg16,ig,ILSVRC2012_val_00003259,94,0.005,3,4179979153158216119,valid,0.6403931706470797,0.4407120298593167,94,94,True,1.0,1.0,0.0,0.003990536089986563,297.92555900030493
imagenet,vgg16,ig,ILSVRC2012_val_00003259,94,0.005,4,6565154810130259791,valid,0.63216414758226,0.4507082971957213,94,94,True,1.0,1.0,0.0,0.003990671131759882,297.9902619999848
imagenet,vgg16,ig,ILSVRC2012_val_00004482,750,0.005,0,8865422365549614856,valid,0.6998233923485817,0.4561810795124782,750,750,True,0.7568832039833069,0.7695445418357849,0.012661337852478027,0.003970022778958082,297.89926500006914
imagenet,vgg16,ig,ILSVRC2012_val_00004482,750,0.005,1,1059731291589273690,valid,0.6996400100464161,0.45463768115942027,750,750,True,0.7568832039833069,0.7745894193649292,0.017706215381622314,0.003988173790276051,298.0024799999228
imagenet,vgg16,ig,ILSVRC2012_val_00004482,750,0.005,2,6688019309583644909,valid,0.7025514810995909,0.4621212121212121,750,750,True,0.7568832039833069,0.7594480514526367,0.002564847469329834,0.003984617535024881,298.59045100010917
imagenet,vgg16,ig,ILSVRC2012_val_00004482,750,0.005,3,3874562316425712509,valid,0.7120998712687985,0.45829700668410345,750,750,True,0.7568832039833069,0.7688180208206177,0.011934816837310791,0.003982017282396555,297.86453099995924
imagenet,vgg16,ig,ILSVRC2012_val_00004482,750,0.005,4,7297647644263138051,valid,0.7080844876663794,0.4538606403013183,750,750,True,0.7568832039833069,0.7649151086807251,0.008031904697418213,0.003985417541116476,297.9466090000642
imagenet,vgg16,ig,ILSVRC2012_val_00008860,223,0.005,0,4910538784497448159,valid,0.7707647701023808,0.565922920892495,268,179,False,0.022784365341067314,0.03471628203988075,0.011931916698813438,0.00399110559374094,297.92500899975494
imagenet,vgg16,ig,ILSVRC2012_val_00008860,223,0.005,1,2962209082535827029,valid,0.7671754405696499,0.5550046482801364,268,179,False,0.022784365341067314,0.026930071413517,0.004145706072449684,0.003994074184447527,298.14683600034186
imagenet,vgg16,ig,ILSVRC2012_val_00008860,223,0.005,2,4915173341996997882,valid,0.7658625833282758,0.5540414989160731,268,268,True,0.022784365341067314,0.01929268054664135,0.0034916847944259644,0.003989708609879017,297.9430989998946
imagenet,vgg16,ig,ILSVRC2012_val_00008860,223,0.005,3,5481128366000690820,valid,0.7745317125853202,0.5598383587193037,268,268,True,0.022784365341067314,0.031092319637537003,0.008307954296469688,0.003988922107964754,298.53015399976357
imagenet,vgg16,ig,ILSVRC2012_val_00008860,223,0.005,4,6528802408170143378,valid,0.7693636290855155,0.5591113872922169,268,268,True,0.022784365341067314,0.022133072838187218,0.0006512925028800964,0.00399424834176898,297.95421499966324
imagenet,vgg16,ig,ILSVRC2012_val_00014374,252,0.005,0,737479706250928168,valid,0.85115227387741,0.6218487394957983,197,197,True,0.0053043244406580925,0.0030100590083748102,0.0022942654322832823,0.003983885515481234,298.60013500001514
imagenet,vgg16,ig,ILSVRC2012_val_00014374,252,0.005,1,6444986774818403125,valid,0.8516670296102902,0.6257897294670338,197,197,True,0.0053043244406580925,0.006855211220681667,0.0015508867800235748,0.003981397487223148,297.84765200020047
imagenet,vgg16,ig,ILSVRC2012_val_00014374,252,0.005,2,4059748774665811067,valid,0.8469638190301206,0.623948220064725,197,197,True,0.0053043244406580925,0.0038159587420523167,0.0014883656986057758,0.0039821709506213665,298.2200930000545
imagenet,vgg16,ig,ILSVRC2012_val_00014374,252,0.005,3,3670375015107843525,valid,0.8478550856976168,0.623685487785148,197,199,False,0.0053043244406580925,0.004590271040797234,0.0007140533998608589,0.0039883507415652275,298.39741400019193
imagenet,vgg16,ig,ILSVRC2012_val_00014374,252,0.005,4,3823413000468415307,valid,0.8523492136432378,0.6221108776466785,197,197,True,0.0053043244406580925,0.004678225144743919,0.0006260992959141731,0.003992062993347645,297.87963100034176
imagenet,vgg16,ig,ILSVRC2012_val_00011915,13,0.005,0,6063869365544434696,valid,0.7149312439229267,0.5390277564790676,13,13,True,0.9999881982803345,0.9999899864196777,1.7881393432617188e-06,0.003980695735663176,298.23268600011943
imagenet,vgg16,ig,ILSVRC2012_val_00011915,13,0.005,1,1939233157906620720,valid,0.7037228668603429,0.5324477019392274,13,13,True,0.9999881982803345,0.9999923706054688,4.172325134277344e-06,0.0039930399507284164,297.8155769997102
imagenet,vgg16,ig,ILSVRC2012_val_00011915,13,0.005,2,2362658896889484070,valid,0.7151598068167834,0.543050430504305,13,13,True,0.9999881982803345,0.9999908208847046,2.6226043701171875e-06,0.003975533414632082,297.9992420000599
imagenet,vgg16,ig,ILSVRC2012_val_00011915,13,0.005,3,986056008418880171,valid,0.704605948116541,0.5329158393157172,13,13,True,0.9999881982803345,0.9999942779541016,6.079673767089844e-06,0.00399312237277627,298.00767200003975
imagenet,vgg16,ig,ILSVRC2012_val_00011915,13,0.005,4,2515950031567076910,valid,0.7116018117604143,0.5444752231455833,13,13,True,0.9999881982803345,0.9999939203262329,5.7220458984375e-06,0.003998739179223776,298.0278229997566
imagenet,vgg16,ig,ILSVRC2012_val_00019344,349,0.005,0,4088068935384823697,valid,0.9483588945698334,0.7883107626514612,348,348,True,0.42890438437461853,0.4176570475101471,0.011247336864471436,0.003982038702815771,297.95746600029815
imagenet,vgg16,ig,ILSVRC2012_val_00019344,349,0.005,1,8602332259342884988,valid,0.9491032368271698,0.7937444146559428,348,348,True,0.42890438437461853,0.43231716752052307,0.003412783145904541,0.003990971948951483,298.7373870000738
imagenet,vgg16,ig,ILSVRC2012_val_00019344,349,0.005,2,7596426159223342915,valid,0.9470514477691334,0.7788018433179723,348,348,True,0.42890438437461853,0.4356495141983032,0.006745129823684692,0.003987160045653582,298.00273200044103
imagenet,vgg16,ig,ILSVRC2012_val_00019344,349,0.005,3,5842746269193422530,valid,0.9491704572420073,0.7810115350488022,348,348,True,0.42890438437461853,0.42570018768310547,0.0032041966915130615,0.00400152150541544,298.02435700003116
imagenet,vgg16,ig,ILSVRC2012_val_00019344,349,0.005,4,4539572770689928226,valid,0.9495409367481353,0.7886294778114418,348,348,True,0.42890438437461853,0.4377778172492981,0.008873432874679565,0.0039830757305026054,298.55271599990374
imagenet,vgg16,ig,ILSVRC2012_val_00015926,373,0.005,0,7824287406080257999,valid,0.8935314052494732,0.6651733864277418,370,370,True,0.01014524046331644,0.008973163552582264,0.0011720769107341766,0.003984430804848671,297.94529699984196
imagenet,vgg16,ig,ILSVRC2012_val_00015926,373,0.005,1,7929028858864195142,valid,0.8908073885034075,0.6550131926121372,370,370,True,0.01014524046331644,0.009654146619141102,0.0004910938441753387,0.003985324874520302,298.5331509999014
imagenet,vgg16,ig,ILSVRC2012_val_00015926,373,0.005,2,1672669132139356813,valid,0.8930894936816686,0.6610393909301556,370,370,True,0.01014524046331644,0.007846398279070854,0.0022988421842455864,0.0039831725880503654,298.04229499995927
imagenet,vgg16,ig,ILSVRC2012_val_00015926,373,0.005,3,3777709456935710546,valid,0.8932318699817919,0.6662792628258343,370,370,True,0.01014524046331644,0.013033732771873474,0.0028884923085570335,0.003980493638664484,297.8883929999938
imagenet,vgg16,ig,ILSVRC2012_val_00015926,373,0.005,4,8509120453478104409,valid,0.8953568828889102,0.6635173213989723,370,370,True,0.01014524046331644,0.009436975233256817,0.0007082652300596237,0.003997220192104578,298.608872999921
imagenet,vgg16,ig,ILSVRC2012_val_00007971,220,0.005,0,6539809151522792949,valid,0.6803572134561097,0.6563789404192111,220,220,True,0.9668594598770142,0.9269668459892273,0.039892613887786865,0.0032053408212959766,297.88152200035256
imagenet,vgg16,ig,ILSVRC2012_val_00007971,220,0.005,1,2247456996425886328,valid,0.6861840042397966,0.6555592213790828,220,220,True,0.9668594598770142,0.9329968094825745,0.0338626503944397,0.003228061133995652,298.33802399980414
imagenet,vgg16,ig,ILSVRC2012_val_00007971,220,0.005,2,399923942390004657,valid,0.6850524139420794,0.6536496951721865,220,220,True,0.9668594598770142,0.9177358746528625,0.04912358522415161,0.0032157464884221554,298.55209300012575
imagenet,vgg16,ig,ILSVRC2012_val_00007971,220,0.005,3,5512153096464547389,valid,0.6769516836273197,0.6493015612161052,220,220,True,0.9668594598770142,0.9269911646842957,0.039868295192718506,0.0032157828100025654,297.88588800010984
imagenet,vgg16,ig,ILSVRC2012_val_00007971,220,0.005,4,6539105014280078224,valid,0.6936693949343593,0.6624151068411462,220,220,True,0.9668594598770142,0.9330035448074341,0.03385591506958008,0.003208809532225132,298.08867400015515
imagenet,vgg16,ig,ILSVRC2012_val_00015160,234,0.005,0,4314859105566112453,valid,0.6987521023901448,0.4709072255606038,234,234,True,0.47789132595062256,0.5936552286148071,0.11576390266418457,0.0038385451771318913,298.0420909998429
imagenet,vgg16,ig,ILSVRC2012_val_00015160,234,0.005,1,3954827248402496951,valid,0.7051878331622592,0.4709072255606038,234,234,True,0.47789132595062256,0.5153974294662476,0.037506103515625,0.0038396017625927925,297.92712199969174
imagenet,vgg16,ig,ILSVRC2012_val_00015160,234,0.005,2,9063806755192553816,valid,0.7019986017842993,0.46789527570571887,234,234,True,0.47789132595062256,0.5890503525733948,0.11115902662277222,0.003842610167339444,298.6597789999905
imagenet,vgg16,ig,ILSVRC2012_val_00015160,234,0.005,3,5113611462594320370,valid,0.7051267181640282,0.4715542521994135,234,234,True,0.47789132595062256,0.5509766340255737,0.07308530807495117,0.003832021029666066,297.99470499983727
imagenet,vgg16,ig,ILSVRC2012_val_00015160,234,0.005,4,2043122002561698985,valid,0.709714110109717,0.47609942638623326,234,234,True,0.47789132595062256,0.5959848761558533,0.11809355020523071,0.003842771053314209,297.92162700005065
imagenet,vgg16,ig,ILSVRC2012_val_00013600,78,0.005,0,5321597228691344102,valid,0.8324135135970181,0.6871743150109262,78,78,True,0.9874964952468872,0.9860823154449463,0.001414179801940918,0.003825295949354768,298.0265380001583
imagenet,vgg16,ig,ILSVRC2012_val_00013600,78,0.005,1,7222167107109924805,valid,0.8298856914365671,0.6904160350345292,78,78,True,0.9874964952468872,0.9863817691802979,0.0011147260665893555,0.0038245313335210085,297.9349750003166
imagenet,vgg16,ig,ILSVRC2012_val_00013600,78,0.005,2,7797770201540438027,valid,0.8314143667004776,0.6909856781802864,78,78,True,0.9874964952468872,0.9788874387741089,0.00860905647277832,0.0038342843763530254,298.4633980004219
imagenet,vgg16,ig,ILSVRC2012_val_00013600,78,0.005,3,1237048878609022038,valid,0.8314869640754186,0.6847406412623804,78,78,True,0.9874964952468872,0.9825464487075806,0.004950046539306641,0.0038343165069818497,297.92742400013594
imagenet,vgg16,ig,ILSVRC2012_val_00013600,78,0.005,4,8413812753638948976,valid,0.8295923269108478,0.6884253028263796,78,78,True,0.9874964952468872,0.9867480993270874,0.0007483959197998047,0.0038248568307608366,297.964286000024
imagenet,vgg16,ig,ILSVRC2012_val_00000391,185,0.005,0,647337732867472776,valid,0.7753964115291132,0.5867193675889328,185,185,True,0.9872781038284302,0.9887795448303223,0.0015014410018920898,0.0038497091736644506,298.57369299998027
imagenet,vgg16,ig,ILSVRC2012_val_00000391,185,0.005,1,5961835625946395936,valid,0.7742442968822842,0.5940279542566709,185,185,True,0.9872781038284302,0.9886494874954224,0.0013713836669921875,0.0038408106192946434,298.19192900004055
imagenet,vgg16,ig,ILSVRC2012_val_00000391,185,0.005,2,3042057777627889131,valid,0.7774226015171994,0.588477366255144,185,185,True,0.9872781038284302,0.9889981150627136,0.0017200112342834473,0.0038353954441845417,298.0374439998741
imagenet,vgg16,ig,ILSVRC2012_val_00000391,185,0.005,3,1252662408036727049,valid,0.7805507517112779,0.604989604989605,185,185,True,0.9872781038284302,0.9874983429908752,0.00022023916244506836,0.0038429831620305777,298.587550999855
imagenet,vgg16,ig,ILSVRC2012_val_00000391,185,0.005,4,3315184970820708848,valid,0.7754051968897241,0.6031948881789138,185,185,True,0.9872781038284302,0.9898093938827515,0.002531290054321289,0.0038221031427383423,297.86891200001264
imagenet,vgg16,ig,ILSVRC2012_val_00044836,119,0.005,0,8171849296649949647,valid,0.9320220461322232,0.7241023879058581,119,119,True,0.8232589960098267,0.8255270719528198,0.002268075942993164,0.003988279029726982,299.0979299997889
imagenet,vgg16,ig,ILSVRC2012_val_00044836,119,0.005,1,4491656841088079867,valid,0.9335955880651193,0.7143833276392211,119,119,True,0.8232589960098267,0.8062744140625,0.01698458194732666,0.00399305485188961,298.0766499999845
imagenet,vgg16,ig,ILSVRC2012_val_00044836,119,0.005,2,8171822219854576615,valid,0.9317506014272515,0.7167293876154636,119,119,True,0.8232589960098267,0.8201361298561096,0.003122866153717041,0.004000420682132244,297.9372390000208
imagenet,vgg16,ig,ILSVRC2012_val_00044836,119,0.005,3,736521806856464285,valid,0.930606042964826,0.7041942604856513,119,119,True,0.8232589960098267,0.815204381942749,0.008054614067077637,0.003989059012383223,298.7504349998744
imagenet,vgg16,ig,ILSVRC2012_val_00044836,119,0.005,4,119500292384334511,valid,0.9334723039918275,0.7100017038677798,119,119,True,0.8232589960098267,0.814094603061676,0.009164392948150635,0.003985577262938023,301.49393900001087
imagenet,vgg16,ig,ILSVRC2012_val_00008135,133,0.005,0,124406041591251555,valid,0.669428880433589,0.4213284237360147,133,133,True,0.9674587845802307,0.9615304470062256,0.005928337574005127,0.003984365146607161,298.01187599969126
imagenet,vgg16,ig,ILSVRC2012_val_00008135,133,0.005,1,4046374424050757993,valid,0.6797505702162725,0.4365874606355568,133,133,True,0.9674587845802307,0.9569330215454102,0.010525763034820557,0.0039837975054979324,298.73279399998864
imagenet,vgg16,ig,ILSVRC2012_val_00008135,133,0.005,2,7070056596642100015,valid,0.679803380668774,0.43391913130447207,133,133,True,0.9674587845802307,0.9612607359886169,0.0061980485916137695,0.003985521383583546,298.1414490000134
imagenet,vgg16,ig,ILSVRC2012_val_00008135,133,0.005,3,7497482518350946051,valid,0.6790200059370413,0.4411257897759908,133,133,True,0.9674587845802307,0.9668827652931213,0.000576019287109375,0.003989551682025194,297.87592000002405
imagenet,vgg16,ig,ILSVRC2012_val_00008135,133,0.005,4,6191468841984863915,valid,0.6814916015475211,0.43926573928008034,133,133,True,0.9674587845802307,0.9619030356407166,0.00555574893951416,0.00398357305675745,298.6505789999683
imagenet,vgg16,ig,ILSVRC2012_val_00010132,352,0.005,0,8093631686565907,valid,0.8844944512522741,0.6972771858616608,352,352,True,0.8105361461639404,0.8159341812133789,0.0053980350494384766,0.003983512055128813,298.1501610001942
imagenet,vgg16,ig,ILSVRC2012_val_00010132,352,0.005,1,5447796235564570251,valid,0.8902945084986698,0.6961297955044786,352,352,True,0.8105361461639404,0.8184136152267456,0.007877469062805176,0.003995194099843502,298.86911499988855
imagenet,vgg16,ig,ILSVRC2012_val_00010132,352,0.005,2,3431872577805668339,valid,0.8834292700659869,0.6935538305771178,352,352,True,0.8105361461639404,0.8109738230705261,0.00043767690658569336,0.003983922768384218,298.0246150000312
imagenet,vgg16,ig,ILSVRC2012_val_00010132,352,0.005,3,3740817988212590263,valid,0.8866882413061686,0.6944116157352693,352,352,True,0.8105361461639404,0.8134692311286926,0.0029330849647521973,0.003995242528617382,297.98473099981493
imagenet,vgg16,ig,ILSVRC2012_val_00010132,352,0.005,4,3039345329130879730,valid,0.8853426097883969,0.6961297955044786,352,352,True,0.8105361461639404,0.8233081698417664,0.012772023677825928,0.003994313534349203,298.56386300025406
